index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	label2	label3	label4	label5	gold_label
180	180	180	crowd:upward_monotone:lexical_knowledge					the office was small but it had a view of the city.	the office was small but it had a smell of the city.						neutral
181	181	181	crowd:downward_monotone:lexical_knowledge					there is no accounting for taste.	there is no accounting for unique.						neutral
182	182	182	crowd:downward_monotone:conjunction					there is no accounting for taste.	there is no accounting for taste and hobbies.						neutral
183	183	183	crowd:upward_monotone:reverse					every one but jim came.	every one but lazy jim came.						neutral
184	184	184	crowd:upward_monotone:reverse					every one but lazy jim came.	every one but jim came.						entailment
185	185	185	crowd:upward_monotone:reverse					every one but jim came.	every one but jim who was busy that day came.						neutral
186	186	186	crowd:upward_monotone:reverse					every one but jim who was busy that day came.	every one but jim came.						entailment
187	187	187	crowd:upward_monotone:reverse:conjunction					every one but jim came.	every one but jim and his wives came.						neutral
188	188	188	crowd:upward_monotone:reverse:conjunction					every one but jim and his wives came.	every one but jim came.						entailment
189	189	189	crowd:upward_monotone					there is a glass sculpture in the garden.	there is a beautifull glass sculpture in the play ground.						neutral
190	190	190	crowd:upward_monotone					there is a beautiful glass sculpture in the play ground.	there is a glass sculpture in the garden.						entailment
191	191	191	crowd:upward_monotone					there is a glass sculpture in the garden.	there is a glass bird sculpture in the garden.						neutral
192	192	192	crowd:upward_monotone					there is a glass bird sculpture in the garden.	there is a glass sculpture in the garden.						entailment
193	193	193	crowd:upward_monotone					there is a glass sculpture in the garden.	there is a little glass sculpture in the garden.						neutral
194	194	194	crowd:upward_monotone					there is a little glass sculpture in the garden.	there is a glass sculpture in the garden.						entailment
195	195	195	crowd:upward_monotone:lexical_knowledge					a cow chases away flies with its tail.	a heifer chases away flies with its tail.						neutral
196	196	196	crowd:upward_monotone					brian bought a lipstick for kate.	brian bought a lipstick for his sister kate.						neutral
197	197	197	crowd:upward_monotone					brian bought a lipstick for her sister kate.	brian bought a lipstick for kate.						entailment
198	198	198	crowd:upward_monotone:lexical_knowledge					brian bought a lipstick for kate.	brian bought a lipstick for his wife.						neutral
199	199	199	crowd:upward_monotone:lexical_knowledge					brian bought a lipstick for kate.	brian bought a lipstick for his partner.						neutral
200	200	200	crowd:upward_monotone:conjunction					there 's a cat on the desk.	there 's a big and old cat on the desk.						neutral
201	201	201	crowd:upward_monotone:conjunction					there 's a big and old cat on the desk.	there 's a cat on the desk.						entailment
202	202	202	crowd:upward_monotone					there 's a cat on the desk.	there 's a big chubby cat on the desk.						neutral
203	203	203	crowd:upward_monotone					there 's a big chubby cat on the desk.	there 's a cat on the desk.						entailment
204	204	204	crowd:upward_monotone:lexical_knowledge					she bought him a dog.	when she came back from the trip she bought him a gift.						neutral
205	205	205	crowd:upward_monotone					she bought him a dog.	she bought him a big dog.						neutral
206	206	206	crowd:upward_monotone					she bought him a big dog.	she bought him a dog.						entailment
207	207	207	crowd:upward_monotone:lexical_knowledge					she has been studying french for a few years.	she has been studying astro physics for a few years.						neutral
208	208	208	crowd:upward_monotone:lexical_knowledge					she has been studying french for a few years.	she has been studying some foreign languages like korean for a few years.						neutral
209	209	209	crowd:upward_monotone:lexical_knowledge					she has been studying french for a few years.	she has been studying caribbean language for a few years.						neutral
210	210	210	crowd:upward_monotone:lexical_knowledge					she gave a cat some milk.	she gave a dog some milk.						neutral
211	211	211	crowd:upward_monotone:lexical_knowledge					she gave a cat some milk.	she gave a cub some milk.						neutral
212	212	212	crowd:upward_monotone					she gave a cat some milk.	she gave an adult cat some milk.						neutral
213	213	213	crowd:upward_monotone					she gave an adult cat some milk.	she gave a cat some milk.						entailment
214	214	214	crowd:upward_monotone:lexical_knowledge					she gave a cat some milk.	she gave a monkey some milk.						neutral
215	215	215	crowd:upward_monotone:lexical_knowledge					he spent a few months in scotland.	he spent a few months in wales.						neutral
216	216	216	crowd:upward_monotone:lexical_knowledge					he spent a few months in scotland.	he spent a few months in madrid.						neutral
217	217	217	crowd:upward_monotone:conjunction					a lot of students around the world are studying english.	a lot of students around the world are studying english for better incomes and salaries.						neutral
218	218	218	crowd:upward_monotone:conjunction					a lot of students around the world are studying english for better incomes and salaries.	a lot of students around the world are studying english.						entailment
219	219	219	crowd:upward_monotone:lexical_knowledge					there are some apples in that box.	there are some pears in that box.						neutral
220	220	220	crowd:upward_monotone:lexical_knowledge					there are some apples in that box.	there are some lemons in that box.						neutral
221	221	221	crowd:upward_monotone:lexical_knowledge					there are some apples in that box.	there are some bananas in that box.						neutral
222	222	222	crowd:upward_monotone					a dog chased a cat.	a fat dog chased a cat.						neutral
223	223	223	crowd:upward_monotone					a fat dog chased a cat.	a dog chased a cat.						entailment
224	224	224	crowd:upward_monotone:lexical_knowledge					i bought a few stamps.	i bought a few pesos.						neutral
225	225	225	crowd:upward_monotone:lexical_knowledge					i bought a few stamps.	i bought a few posts.						neutral
226	226	226	crowd:upward_monotone					nikos kourkoulos was a greek actor.	nikos kourkoulos, who grew up in the athens district of zografou, was a greek actor.						neutral
